,index,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,year,years_since_reform,reform,years_since_construction,mean_price_zipcode,option_buy
1886,9791,1917300105,2015-04-14,216500.0,3,1.0,1170,9000,1.0,Não,Não,4,0,1918,0,98022,47.2109,-121.987,2015,0,Não,97,279500.0,buy
1887,9795,4068300160,2015-01-22,263500.0,3,1.75,1610,14000,1.0,Não,Não,4,560,1977,0,98010,47.3429,-122.036,2015,0,Não,38,359999.5,buy
1888,9798,395800370,2015-04-11,246600.0,4,1.0,1340,8400,1.0,Não,Não,5,0,1966,0,98023,47.3313,-122.343,2015,0,Não,49,268450.0,buy
1889,9801,7811220070,2014-09-10,490000.0,3,1.75,1510,11120,1.0,Não,Não,4,0,1984,0,98005,47.5931,-122.158,2014,0,Não,30,765475.0,buy
1890,9802,5561100431,2014-08-06,510000.0,5,2.5,2510,83231,1.0,Não,Não,4,1250,1975,0,98027,47.4576,-121.984,2014,0,Não,39,570500.0,buy
1891,9809,5426300060,2014-10-08,1000000.0,3,2.25,2300,15952,1.0,Não,Não,4,1150,1963,0,98039,47.6322,-122.232,2014,0,Não,51,1892500.0,buy
1892,9814,2862100260,2014-10-03,540000.0,4,1.75,1840,4280,1.0,Não,Não,4,920,1918,0,98105,47.6681,-122.32,2014,0,Não,96,675000.0,buy
1893,9815,2730000070,2014-08-14,225000.0,3,1.0,1120,10665,1.0,Não,Não,4,0,1961,0,98001,47.2886,-122.274,2014,0,Não,53,260000.0,buy
1894,9822,1232001070,2014-08-14,485000.0,2,1.0,1130,3800,1.0,Não,Não,4,0,1916,0,98117,47.6862,-122.378,2014,0,Não,98,544000.0,buy
1895,9823,7812801925,2014-06-24,230000.0,4,1.75,1850,6000,1.0,Não,Não,4,580,1944,0,98178,47.4923,-122.247,2014,0,Não,70,278277.0,buy
1896,9828,2550820060,2015-04-28,280000.0,3,1.75,1630,10001,1.0,Não,Não,4,530,1977,0,98042,47.3605,-122.12,2015,0,Não,38,292000.0,buy
1897,9832,1245002445,2014-07-14,670000.0,2,1.75,1650,7500,1.0,Não,Não,4,650,1959,0,98033,47.6871,-122.207,2014,0,Não,55,678350.0,buy
1898,9841,2323059074,2014-07-09,137124.0,3,1.0,960,27442,1.0,Não,Não,4,0,1970,0,98058,47.4676,-122.134,2014,0,Não,44,335000.0,buy
1899,9843,3260000340,2014-06-22,732600.0,4,2.5,2130,7300,1.0,Não,Não,4,900,1963,0,98005,47.605,-122.167,2014,0,Não,51,765475.0,buy
1900,9848,5422560860,2015-04-10,450000.0,2,2.0,1610,6160,2.0,Não,Não,4,0,1977,0,98052,47.6644,-122.13,2015,0,Não,38,615000.0,buy
1901,9851,9350900550,2015-04-29,890000.0,4,2.25,2870,8393,1.0,Não,Não,4,1390,1977,0,98040,47.5787,-122.245,2015,0,Não,38,993750.0,buy
1902,9853,9187200228,2015-03-13,448175.0,2,2.0,1370,1339,2.0,Não,Não,4,220,2006,0,98122,47.6021,-122.295,2015,0,Não,9,572000.0,buy
1903,9860,1081300390,2014-10-30,330000.0,3,1.75,2020,11050,1.0,Não,Não,4,700,1969,0,98059,47.4706,-122.119,2014,0,Não,45,435000.0,buy
1904,9865,255000320,2014-07-24,450000.0,3,2.5,1990,12866,2.0,Não,Não,4,0,1986,0,98072,47.7477,-122.17,2014,0,Não,28,515000.0,buy
1905,9866,5398600075,2014-08-25,523500.0,2,2.0,1600,5969,1.0,Não,Não,4,800,1950,0,98116,47.5691,-122.394,2014,0,Não,64,562750.0,buy
1906,9872,4051100390,2015-05-08,240000.0,3,1.0,1310,7125,1.0,Não,Não,4,0,1978,0,98042,47.3739,-122.148,2015,0,Não,37,292000.0,buy
1907,9880,8819900055,2015-03-30,503000.0,2,1.0,870,4280,1.0,Não,Não,4,0,1921,0,98105,47.6697,-122.29,2015,0,Não,94,675000.0,buy
1908,9882,91000320,2014-09-23,393000.0,2,1.0,980,3350,1.0,Não,Não,4,0,1925,0,98103,47.6858,-122.352,2014,0,Não,89,550000.0,buy
1909,9883,8887001600,2015-04-12,280000.0,2,1.0,990,45528,1.0,Não,Não,4,0,1992,0,98070,47.5013,-122.463,2015,0,Não,23,463750.0,buy
1910,9886,3830610320,2015-01-05,241000.0,3,1.5,1660,8000,1.0,Não,Não,4,540,1976,0,98030,47.353,-122.172,2015,0,Não,39,282255.0,buy
1911,9892,2787700060,2015-01-15,420000.0,3,2.5,1810,7210,1.0,Não,Não,5,600,1968,0,98059,47.5067,-122.163,2015,0,Não,47,435000.0,buy
1912,9903,1797501275,2015-05-07,665000.0,5,2.75,2670,4000,2.0,Não,Não,4,870,1914,0,98105,47.6711,-122.315,2015,0,Não,101,675000.0,buy
1913,9904,2215900800,2014-07-31,290000.0,3,2.5,2000,7414,2.0,Não,Não,4,0,1993,0,98038,47.3508,-122.057,2014,0,Não,21,342000.0,buy
1914,9907,6118600045,2014-08-25,350000.0,4,2.0,2060,13400,1.0,Não,Não,4,0,1957,0,98166,47.4404,-122.34,2014,0,Não,57,390000.0,buy
1915,9930,2473100510,2014-09-23,275000.0,3,1.5,1240,9125,1.0,Não,Não,4,0,1967,0,98058,47.4469,-122.155,2014,0,Não,47,335000.0,buy
1916,9932,7923300310,2014-05-27,495000.0,4,2.25,1940,9144,1.0,Não,Não,4,510,1956,0,98007,47.5942,-122.135,2014,0,Não,58,555000.0,buy
1917,9942,452001860,2015-03-21,503000.0,3,2.0,1260,2500,1.0,Não,Não,4,510,1987,0,98107,47.6748,-122.371,2015,0,Não,28,529950.0,buy
1918,9951,1274500700,2015-04-21,237200.0,3,1.5,1220,9000,1.0,Não,Não,4,0,1968,0,98042,47.3642,-122.109,2015,0,Não,47,292000.0,buy
1919,9955,6638900550,2015-04-07,396000.0,1,1.0,630,5150,1.0,Não,Não,4,0,1954,0,98117,47.6923,-122.369,2015,0,Não,61,544000.0,buy
1920,9959,3501600135,2014-07-07,437500.0,3,2.0,1490,4800,2.0,Não,Não,5,0,1948,0,98117,47.6933,-122.361,2014,0,Não,66,544000.0,buy
1921,9972,1923800135,2014-10-01,495000.0,3,1.75,2080,3000,1.0,Não,Não,4,1040,1925,0,98103,47.6853,-122.35,2014,0,Não,89,550000.0,buy
1922,9974,3110800030,2014-10-28,230000.0,4,1.5,1050,9516,1.0,Não,Não,4,0,1969,0,98031,47.4151,-122.181,2014,0,Não,45,288200.0,buy
1923,9975,8731801260,2015-02-20,234000.0,3,1.75,1480,8475,1.0,Não,Não,4,0,1968,0,98023,47.3126,-122.361,2015,0,Não,47,268450.0,buy
1924,9977,7230300060,2014-08-05,370000.0,4,2.5,2190,17600,1.0,Não,Não,4,1080,1966,0,98059,47.4712,-122.112,2014,0,Não,48,435000.0,buy
1925,9987,4040400200,2014-10-07,527500.0,5,2.25,2530,8250,2.0,Não,Não,4,0,1961,0,98007,47.6117,-122.134,2014,0,Não,53,555000.0,buy
1926,9990,3260000700,2014-09-04,530000.0,3,1.75,1680,7770,1.0,Não,Não,4,0,1967,0,98005,47.6028,-122.167,2014,0,Não,47,765475.0,buy
1927,9992,7199330370,2015-03-09,385000.0,3,1.75,1200,7360,1.0,Não,Não,4,0,1978,0,98052,47.6979,-122.13,2015,0,Não,37,615000.0,buy
1928,9995,322059264,2014-09-26,279000.0,2,1.0,1020,47044,1.0,Não,Não,5,0,1904,1958,98042,47.4206,-122.155,2014,56,Sim,110,292000.0,buy
1929,9996,5557500270,2015-02-09,262000.0,3,1.5,1700,9579,1.0,Não,Não,4,600,1962,0,98023,47.3209,-122.338,2015,0,Não,53,268450.0,buy
1930,10002,1759701600,2014-05-12,465000.0,3,1.5,2020,11358,1.0,Não,Não,4,830,1956,0,98033,47.6641,-122.185,2014,0,Não,58,678350.0,buy
1931,10006,3353402400,2015-03-26,124500.0,2,1.0,840,6480,1.0,Não,Não,4,0,1954,0,98001,47.264,-122.258,2015,0,Não,61,260000.0,buy
1932,10009,1202000140,2014-12-10,160000.0,3,1.0,1060,8000,1.0,Não,Não,4,0,1927,0,98002,47.305,-122.218,2014,0,Não,87,235000.0,buy
1933,10012,4036801245,2014-05-22,385000.0,3,1.0,1250,7300,1.0,Não,Não,4,0,1956,0,98008,47.6032,-122.125,2014,0,Não,58,545000.0,buy
1934,10013,7375100070,2015-03-18,491000.0,3,1.75,1440,7800,1.0,Não,Não,4,0,1958,0,98008,47.5996,-122.12,2015,0,Não,57,545000.0,buy
1935,10014,686400060,2014-08-20,521000.0,4,2.25,1890,8034,1.0,Não,Não,4,0,1967,0,98008,47.6338,-122.117,2014,0,Não,47,545000.0,buy
1936,10015,1645000710,2015-04-10,255000.0,3,1.0,1140,8528,1.0,Não,Não,5,0,1967,0,98022,47.2098,-122.004,2015,0,Não,48,279500.0,buy
1937,10017,823059185,2014-05-20,326000.0,6,3.0,1880,7200,1.0,Não,Não,4,0,1966,0,98056,47.5029,-122.188,2014,0,Não,48,380000.0,buy
1938,10018,4364200075,2014-06-24,300000.0,2,1.0,750,5120,1.0,Não,Não,4,0,1941,0,98126,47.5312,-122.375,2014,0,Não,73,395750.0,buy
1939,10022,3339900640,2014-06-20,200000.0,3,2.25,1230,7420,1.5,Não,Não,5,0,1913,0,98002,47.3184,-122.22,2014,0,Não,101,235000.0,buy
1940,10023,425400070,2014-07-17,238000.0,3,1.5,1610,6132,1.0,Não,Não,4,520,1959,0,98056,47.5017,-122.174,2014,0,Não,55,380000.0,buy
1941,10024,4036800370,2014-11-03,455000.0,4,2.5,1320,7000,1.0,Não,Não,4,0,1956,0,98008,47.6007,-122.127,2014,0,Não,58,545000.0,buy
1942,10026,8805900570,2014-09-11,808000.0,4,2.25,2190,4104,2.0,Não,Não,5,780,1928,0,98112,47.6419,-122.306,2014,0,Não,86,915000.0,buy
1943,10038,1081310060,2015-01-08,375000.0,5,2.5,2100,14858,1.0,Não,Não,5,0,1970,0,98059,47.4721,-122.123,2015,0,Não,45,435000.0,buy
1944,10046,7312900060,2014-06-03,235000.0,2,1.0,720,4840,1.0,Não,Não,4,0,1947,0,98126,47.5534,-122.375,2014,0,Não,67,395750.0,buy
1945,10055,7308900445,2014-07-24,375000.0,3,1.0,1870,7671,1.0,Não,Não,4,150,1937,0,98177,47.7162,-122.36,2014,0,Não,77,554000.0,buy
1946,10057,3755000060,2014-09-30,315500.0,3,1.0,1160,10500,1.0,Não,Não,4,0,1966,0,98034,47.7267,-122.227,2014,0,Não,48,445950.0,buy
1947,10059,6071200400,2014-11-25,510000.0,4,2.5,2010,9075,1.0,Não,Não,4,700,1959,0,98006,47.553,-122.182,2014,0,Não,55,760184.5,buy
1948,10063,6413100311,2014-06-03,390000.0,3,2.0,1080,7236,1.0,Não,Não,5,0,1947,0,98125,47.7143,-122.32,2014,0,Não,67,425000.0,buy
1949,10071,8121200700,2014-07-13,579000.0,4,2.25,2030,8764,2.0,Não,Não,4,0,1983,0,98052,47.7214,-122.11,2014,0,Não,31,615000.0,buy
1950,10073,9475200030,2014-06-16,499000.0,3,1.75,1750,12325,1.0,Não,Não,4,280,1968,0,98052,47.6832,-122.118,2014,0,Não,46,615000.0,buy
1951,10082,3447000060,2014-10-08,577500.0,3,1.75,2140,13286,1.0,Não,Não,4,920,1964,0,98006,47.5722,-122.128,2014,0,Não,50,760184.5,buy
1952,10087,4388000260,2015-03-30,200000.0,3,1.0,1150,10132,1.0,Não,Não,4,0,1970,0,98023,47.3172,-122.372,2015,0,Não,45,268450.0,buy
1953,10099,321100260,2014-06-30,896000.0,5,2.75,2520,16100,1.0,Não,Não,4,950,1960,0,98040,47.528,-122.224,2014,0,Não,54,993750.0,buy
1954,10102,3298400350,2015-01-05,312500.0,3,1.0,1170,7350,1.0,Não,Não,4,0,1960,0,98008,47.625,-122.117,2015,0,Não,55,545000.0,buy
1955,10104,5100402782,2014-10-20,511000.0,2,1.0,1250,5413,1.0,Não,Não,4,0,1923,0,98115,47.6945,-122.315,2014,0,Não,91,567000.0,buy
1956,10109,7785000260,2014-07-09,624800.0,3,2.0,2250,14274,1.0,Não,Não,4,750,1964,0,98040,47.5762,-122.217,2014,0,Não,50,993750.0,buy
1957,10112,8861700030,2014-12-12,510000.0,3,1.5,2400,10275,1.0,Não,Não,4,860,1964,0,98052,47.6888,-122.126,2014,0,Não,50,615000.0,buy
1958,10117,7199340560,2014-09-09,460000.0,3,2.0,1600,7350,1.0,Não,Não,4,0,1979,0,98052,47.6977,-122.126,2014,0,Não,35,615000.0,buy
1959,10120,9423800030,2014-11-18,250000.0,3,1.0,1100,7470,1.0,Não,Não,4,0,1917,0,98065,47.5242,-121.831,2014,0,Não,97,500000.0,buy
1960,10135,2624049050,2015-02-13,338000.0,2,1.0,1470,5566,1.0,Não,Não,4,700,1919,0,98118,47.5348,-122.269,2015,0,Não,96,367500.0,buy
1961,10137,4046700140,2014-10-02,340000.0,4,1.75,1680,15084,1.0,Não,Não,4,840,1979,0,98014,47.6895,-121.912,2014,0,Não,35,415000.0,buy
1962,10139,5453700140,2014-12-08,800000.0,3,1.75,1890,10292,1.0,Não,Não,4,0,1969,0,98040,47.535,-122.234,2014,0,Não,45,993750.0,buy
1963,10141,4167100240,2015-03-10,252000.0,3,1.75,1440,16819,1.5,Não,Não,4,0,1925,0,98023,47.3318,-122.373,2015,0,Não,90,268450.0,buy
1964,10147,3419600125,2014-07-01,245000.0,3,2.0,1190,4072,1.5,Não,Não,5,0,1907,0,98118,47.5276,-122.274,2014,0,Não,107,367500.0,buy
1965,10148,1357300240,2014-10-27,333500.0,3,1.75,1320,7200,1.0,Não,Não,4,0,1977,0,98028,47.7341,-122.237,2014,0,Não,37,445000.0,buy
1966,10149,3876820140,2014-11-10,373000.0,3,1.0,1290,8974,1.0,Não,Não,5,0,1976,0,98072,47.74,-122.173,2014,0,Não,38,515000.0,buy
1967,10154,3438500796,2015-04-30,310000.0,3,1.5,1060,6954,1.0,Não,Não,4,0,1983,0,98106,47.5497,-122.355,2015,0,Não,32,315000.0,buy
1968,10169,8570900162,2014-10-16,193500.0,2,1.0,950,15996,1.0,Não,Não,4,0,1946,1995,98045,47.4987,-121.787,2014,19,Sim,68,399500.0,buy
1969,10178,7522600030,2014-08-26,251000.0,3,2.0,1300,8400,1.0,Não,Não,4,0,1967,0,98198,47.368,-122.315,2014,0,Não,47,265000.0,buy
1970,10189,3438501662,2014-08-18,270000.0,3,1.0,1500,5605,1.0,Não,Não,5,750,1942,0,98106,47.5456,-122.359,2014,0,Não,72,315000.0,buy
1971,10193,2025701360,2014-10-14,260000.0,3,2.5,1510,6095,2.0,Não,Não,4,0,1991,0,98038,47.3498,-122.037,2014,0,Não,23,342000.0,buy
1972,10197,5101401816,2014-07-26,505000.0,3,1.0,1020,5410,1.0,Não,Não,4,140,1928,0,98115,47.6924,-122.31,2014,0,Não,86,567000.0,buy
1973,10199,7300200400,2014-11-05,682000.0,4,2.25,2450,34092,2.0,Não,Não,4,0,1980,0,98075,47.5751,-122.049,2014,0,Não,34,739999.0,buy
1974,10211,1921059235,2014-06-20,215000.0,4,2.5,1960,11600,1.0,Não,Não,5,980,1931,0,98002,47.2898,-122.222,2014,0,Não,83,235000.0,buy
1975,10212,2887701420,2014-11-24,489000.0,2,1.0,850,2850,1.0,Não,Não,4,0,1927,0,98115,47.6875,-122.309,2014,0,Não,87,567000.0,buy
1976,10214,6206100075,2015-05-12,700000.0,4,1.75,1980,10800,1.0,Não,Não,4,660,1953,0,98005,47.5899,-122.173,2015,0,Não,62,765475.0,buy
1977,10215,1397300055,2014-05-20,268500.0,2,1.0,790,8424,1.0,Não,Não,4,0,1953,0,98133,47.7511,-122.352,2014,0,Não,61,375000.0,buy
1978,10221,3293700496,2014-08-14,270000.0,4,1.75,1850,7730,1.0,Não,Não,5,750,1956,0,98133,47.7481,-122.355,2014,0,Não,58,375000.0,buy
1979,10243,1683500140,2014-12-11,225000.0,4,2.0,1750,7245,1.0,Não,Não,4,700,1974,0,98092,47.3164,-122.196,2014,0,Não,40,309780.0,buy
1980,10246,3876200060,2014-05-02,382500.0,4,1.75,1560,8700,1.0,Não,Não,4,0,1967,0,98034,47.7274,-122.181,2014,0,Não,47,445950.0,buy
1981,10251,3622069050,2014-11-21,212644.0,3,1.0,1570,9650,1.5,Não,Não,5,0,1922,0,98010,47.3531,-121.982,2014,0,Não,92,359999.5,buy
1982,10257,1995200200,2014-05-06,313950.0,3,1.0,1510,6083,1.0,Não,Não,4,650,1940,0,98115,47.6966,-122.324,2014,0,Não,74,567000.0,buy
1983,10258,1995200200,2014-10-08,415000.0,3,1.0,1510,6083,1.0,Não,Não,4,650,1940,0,98115,47.6966,-122.324,2014,0,Não,74,567000.0,buy
1984,10261,7923700030,2015-04-14,490000.0,3,1.0,1420,11040,1.0,Não,Não,4,0,1961,0,98007,47.5969,-122.14,2015,0,Não,54,555000.0,buy
1985,10262,1796360340,2014-07-22,269950.0,3,2.0,1660,8641,2.0,Não,Não,4,0,1987,0,98042,47.3663,-122.088,2014,0,Não,27,292000.0,buy
1986,10265,224069114,2014-08-29,635000.0,4,2.5,2470,77550,1.0,Não,Não,4,0,1987,0,98075,47.5888,-122.011,2014,0,Não,27,739999.0,buy
1987,10274,2473250400,2014-09-24,325000.0,4,2.0,1780,10622,1.0,Não,Não,4,880,1976,0,98058,47.4573,-122.158,2014,0,Não,38,335000.0,buy
1988,10275,1420700030,2014-09-22,597157.0,7,4.0,2690,10880,1.0,Não,Não,4,0,1960,0,98033,47.6787,-122.168,2014,0,Não,54,678350.0,buy
1989,10279,8807600140,2015-04-24,405000.0,3,1.0,1280,11625,1.0,Não,Não,4,0,1977,0,98053,47.6827,-122.059,2015,0,Não,38,635000.0,buy
1990,10288,9346920070,2014-08-22,583000.0,3,1.75,1930,10183,1.0,Não,Não,4,450,1975,0,98006,47.5624,-122.135,2014,0,Não,39,760184.5,buy
1991,10292,200800200,2014-08-12,595000.0,4,2.25,2050,8372,2.0,Não,Não,4,0,1984,0,98052,47.7234,-122.107,2014,0,Não,30,615000.0,buy
1992,10293,1432400570,2014-07-18,254000.0,3,1.0,1160,7560,1.0,Não,Não,4,0,1958,0,98058,47.45,-122.179,2014,0,Não,56,335000.0,buy
1993,10296,7812800681,2015-01-02,166000.0,2,1.0,870,8487,1.0,Não,Não,4,0,1944,0,98178,47.4955,-122.239,2015,0,Não,71,278277.0,buy
1994,10299,6821100125,2015-02-25,529500.0,2,1.0,900,4800,1.0,Não,Não,4,120,1944,0,98199,47.6575,-122.4,2015,0,Não,71,689800.0,buy
1995,10300,1529300135,2014-10-14,338000.0,2,1.0,750,6439,1.0,Não,Não,4,0,1934,0,98103,47.6995,-122.354,2014,0,Não,80,550000.0,buy
1996,10303,4365200505,2014-10-03,354000.0,2,1.0,1390,7740,1.0,Não,Não,4,0,1925,0,98126,47.5232,-122.371,2014,0,Não,89,395750.0,buy
1997,10313,1021000060,2015-03-04,550500.0,2,1.5,930,7400,1.0,Não,Não,4,100,1909,0,98116,47.5691,-122.408,2015,0,Não,106,562750.0,buy
1998,10323,7955040160,2014-10-16,495000.0,3,2.0,1460,9759,1.0,Não,Não,5,0,1972,0,98052,47.6644,-122.144,2014,0,Não,42,615000.0,buy
1999,10326,6031400013,2014-06-16,150000.0,3,1.5,1230,8056,1.0,Não,Não,4,0,1949,0,98168,47.4878,-122.314,2014,0,Não,65,235000.0,buy
2000,10328,4443800960,2015-04-08,520000.0,3,1.75,1280,3880,1.5,Não,Não,5,0,1916,0,98117,47.6871,-122.391,2015,0,Não,99,544000.0,buy
2001,10335,7942300070,2014-09-15,229900.0,4,1.75,1550,9899,1.0,Não,Não,4,0,1967,0,98030,47.3583,-122.183,2014,0,Não,47,282255.0,buy
2002,10343,1172000135,2014-07-31,446000.0,4,2.0,1940,6350,1.0,Não,Não,4,970,1951,0,98103,47.6948,-122.357,2014,0,Não,63,550000.0,buy
2003,10347,650000030,2014-10-17,745000.0,3,1.0,1390,9112,1.0,Não,Não,4,0,1951,0,98004,47.6071,-122.197,2014,0,Não,63,1150000.0,buy
2004,10358,6206100030,2015-05-01,550000.0,3,1.0,980,10960,1.0,Não,Não,4,0,1953,0,98005,47.5908,-122.173,2015,0,Não,62,765475.0,buy
2005,10359,7888300340,2014-11-24,216000.0,3,1.0,1730,7950,1.0,Não,Não,4,550,1961,0,98198,47.3644,-122.312,2014,0,Não,53,265000.0,buy
2006,10361,1081330060,2014-08-13,375000.0,4,2.25,2100,12738,2.0,Não,Não,4,0,1975,0,98059,47.4698,-122.118,2014,0,Não,39,435000.0,buy
2007,10369,6821101895,2015-05-07,680000.0,2,1.0,2140,6000,1.0,Não,Não,4,1070,1946,0,98199,47.651,-122.399,2015,0,Não,69,689800.0,buy
2008,10372,3863800030,2015-03-31,463800.0,3,1.5,980,7770,1.0,Não,Não,4,0,1968,0,98033,47.6923,-122.201,2015,0,Não,47,678350.0,buy
2009,10377,1928300350,2014-12-22,570000.0,3,1.75,1370,3300,2.0,Não,Não,5,0,1927,0,98105,47.6714,-122.32,2014,0,Não,87,675000.0,buy
2010,10383,9144300060,2015-04-30,350000.0,3,1.0,1250,9786,1.0,Não,Não,4,0,1969,0,98072,47.7622,-122.163,2015,0,Não,46,515000.0,buy
2011,10387,3361402041,2014-10-30,134000.0,3,1.0,1270,8508,1.0,Não,Não,4,620,1942,0,98168,47.4961,-122.322,2014,0,Não,72,235000.0,buy
2012,10391,3102700160,2014-09-25,344900.0,4,1.75,1820,7700,1.0,Não,Não,4,720,1955,0,98177,47.7545,-122.357,2014,0,Não,59,554000.0,buy
2013,10397,8651411070,2014-09-25,180000.0,3,1.0,1280,4875,1.0,Não,Não,5,0,1969,0,98042,47.3686,-122.081,2014,0,Não,45,292000.0,buy
2014,10401,8045000340,2014-08-02,565000.0,3,2.5,1700,7210,2.0,Não,Não,5,0,1966,0,98052,47.6688,-122.161,2014,0,Não,48,615000.0,buy
2015,10403,2205500335,2014-08-07,420000.0,4,1.75,1940,11500,1.0,Não,Não,4,850,1955,0,98006,47.5774,-122.147,2014,0,Não,59,760184.5,buy
2016,10409,1180002735,2014-11-19,269000.0,2,1.5,1010,6000,1.0,Não,Não,4,0,1923,0,98178,47.498,-122.222,2014,0,Não,91,278277.0,buy
2017,10419,9540100060,2014-09-26,330000.0,3,1.75,1590,9417,1.0,Não,Não,4,0,1954,0,98177,47.7617,-122.36,2014,0,Não,60,554000.0,buy
2018,10420,2424059116,2014-11-05,740000.0,3,2.25,3440,44374,2.0,Não,Não,4,1250,1979,0,98006,47.547,-122.111,2014,0,Não,35,760184.5,buy
2019,10426,6746700565,2014-10-23,447000.0,2,1.0,850,2700,1.0,Não,Não,5,0,1924,0,98105,47.6684,-122.316,2014,0,Não,90,675000.0,buy
2020,10428,626059155,2014-12-10,315000.0,3,1.75,1010,12000,1.0,Não,Não,4,0,1977,0,98011,47.77,-122.207,2014,0,Não,37,470000.0,buy
2021,10441,9346920260,2014-06-04,646000.0,4,2.25,2500,8500,1.0,Não,Não,4,900,1978,0,98006,47.5615,-122.131,2014,0,Não,36,760184.5,buy
2022,10442,3750603471,2015-03-27,239950.0,3,2.5,1560,4800,2.0,Não,Não,4,0,1974,0,98001,47.2653,-122.285,2015,0,Não,41,260000.0,buy
2023,10448,7454000990,2014-09-24,304950.0,2,1.0,670,6720,1.0,Não,Não,5,0,1942,0,98126,47.5151,-122.372,2014,0,Não,72,395750.0,buy
2024,10449,5244800125,2014-08-05,650000.0,3,1.75,1840,2310,1.0,Não,Não,4,700,1914,0,98109,47.6462,-122.351,2014,0,Não,100,736000.0,buy
2025,10452,8827900560,2014-10-31,655000.0,3,2.0,1820,4480,1.0,Não,Não,5,700,1923,0,98105,47.6717,-122.295,2014,0,Não,91,675000.0,buy
2026,10470,2516000486,2014-07-01,402500.0,2,1.0,800,2280,1.0,Não,Não,5,0,1946,0,98107,47.6588,-122.362,2014,0,Não,68,529950.0,buy
2027,10471,4037400070,2014-08-25,450000.0,3,1.75,1360,5445,1.0,Não,Não,4,0,1957,0,98008,47.6071,-122.123,2014,0,Não,57,545000.0,buy
2028,10481,203100435,2014-09-18,484000.0,1,0.0,690,23244,1.0,Não,Não,4,0,1948,0,98053,47.6429,-121.955,2014,0,Não,66,635000.0,buy
2029,10483,1430800162,2015-01-14,250000.0,3,1.0,1040,8000,1.0,Não,Não,4,0,1956,0,98166,47.4711,-122.35,2015,0,Não,59,390000.0,buy
2030,10491,3735901600,2014-06-06,435000.0,2,1.0,1260,4080,1.5,Não,Não,5,0,1926,0,98115,47.687,-122.32,2014,0,Não,88,567000.0,buy
2031,10492,739500270,2014-11-13,227950.0,3,1.5,1120,11430,1.0,Não,Não,4,0,1963,0,98031,47.4105,-122.194,2014,0,Não,51,288200.0,buy
2032,10497,9414500200,2014-06-02,410000.0,4,1.75,1790,11875,1.0,Não,Não,4,300,1969,0,98027,47.522,-122.047,2014,0,Não,45,570500.0,buy
2033,10501,1326059070,2014-07-08,390000.0,3,1.75,1180,16552,1.0,Não,Não,4,0,1967,0,98072,47.7426,-122.116,2014,0,Não,47,515000.0,buy
2034,10502,1311900240,2014-12-30,226500.0,3,2.0,1560,7000,1.0,Não,Não,4,0,1968,0,98001,47.3355,-122.284,2014,0,Não,46,260000.0,buy
2035,10516,1682000350,2014-07-08,148226.0,3,1.0,1400,7360,1.0,Não,Não,4,0,1968,0,98092,47.3123,-122.186,2014,0,Não,46,309780.0,buy
2036,10517,7229900885,2014-11-03,313000.0,3,1.0,1510,10369,1.0,Não,Não,4,500,1968,0,98059,47.4808,-122.099,2014,0,Não,46,435000.0,buy
2037,10522,1088020070,2014-12-16,645000.0,4,2.25,2070,8720,1.0,Não,Não,5,710,1974,0,98033,47.6678,-122.182,2014,0,Não,40,678350.0,buy
2038,10530,1072000240,2014-06-24,366000.0,3,1.75,1840,11440,1.0,Não,Não,4,500,1977,0,98059,47.474,-122.14,2014,0,Não,37,435000.0,buy
2039,10532,7345200400,2014-09-09,205000.0,3,1.0,1010,8800,1.0,Não,Não,4,0,1968,0,98002,47.2761,-122.208,2014,0,Não,46,235000.0,buy
2040,10533,923000270,2014-05-08,405000.0,2,1.0,1020,8155,1.0,Não,Não,4,0,1948,0,98177,47.7257,-122.361,2014,0,Não,66,554000.0,buy
2041,10535,3650100105,2014-09-26,392500.0,2,1.0,1050,4125,1.0,Não,Não,4,0,1909,0,98144,47.5736,-122.307,2014,0,Não,105,450000.0,buy
2042,10545,8732300060,2014-05-12,850000.0,4,1.75,2350,11914,1.0,Não,Não,4,0,1961,0,98040,47.5392,-122.228,2014,0,Não,53,993750.0,buy
2043,10546,8651410240,2015-02-02,209000.0,3,1.0,920,5200,1.0,Não,Não,4,0,1969,0,98042,47.3647,-122.082,2015,0,Não,46,292000.0,buy
2044,10547,3342102220,2014-08-06,327000.0,4,1.75,1840,5100,1.0,Não,Não,4,0,1933,0,98056,47.5209,-122.205,2014,0,Não,81,380000.0,buy
2045,10548,7663700783,2014-06-13,369500.0,3,1.5,1650,9957,1.0,Não,Não,4,550,1961,0,98125,47.7303,-122.298,2014,0,Não,53,425000.0,buy
2046,10549,9477201370,2015-02-26,440000.0,3,1.75,1760,8025,1.0,Não,Não,4,530,1976,0,98034,47.7287,-122.192,2015,0,Não,39,445950.0,buy
2047,10550,1923000370,2014-05-12,947500.0,4,2.25,3290,12329,1.5,Não,Não,4,0,1968,0,98040,47.5639,-122.216,2014,0,Não,46,993750.0,buy
2048,10551,6841700070,2015-03-17,510000.0,2,1.0,1270,4500,1.5,Não,Não,4,0,1919,0,98122,47.6059,-122.295,2015,0,Não,96,572000.0,buy
